survived,pclass,sex,age,sibsp,parch,fare,adult_male,alone,has_deck,embarked_Q,embarked_S,fare_normalized
0,1,0,28.0,0,0,27.7208,1,1,0,False,False,0.05410739813385612
0,3,0,23.5,0,0,7.2292,1,1,0,False,False,0.014110458666029575
0,1,1,2.0,1,2,151.55,0,0,1,False,True,0.29580589980036276
1,1,0,28.0,0,0,30.5,1,1,1,False,True,0.05953203526170282
1,1,1,50.0,0,1,247.5208,0,0,1,False,False,0.4831284260198326
1,3,1,28.0,0,0,7.75,0,1,0,True,False,0.015126992566498259
1,3,0,28.0,2,0,23.25,1,0,0,True,False,0.04538097769949478
0,3,0,19.0,0,0,0.0,1,1,0,False,True,0.0
1,2,1,28.0,0,0,12.35,0,1,1,True,False,0.024105594605968193
0,3,0,28.0,0,0,8.05,1,1,0,False,True,0.015712553569072387
1,1,0,0.92,1,2,151.55,0,0,1,False,True,0.29580589980036276
1,1,1,28.0,0,0,110.8833,0,1,0,False,False,0.21642978772242535
1,1,1,17.0,1,0,108.9,0,0,1,False,False,0.2125586439344078
0,2,0,30.0,1,0,24.0,1,0,0,False,False,0.04684488020593009
1,1,1,30.0,0,0,56.9292,0,1,1,False,False,0.11111839809247648
1,1,1,24.0,0,0,83.1583,0,1,1,False,False,0.16231419173453318
1,1,1,18.0,2,2,262.375,0,0,1,False,False,0.5121218935012878
0,2,1,26.0,1,1,26.0,0,0,0,False,True,0.050748620223090936
0,3,0,28.0,0,0,7.8958,1,1,0,False,True,0.015411575213749284
0,2,0,43.0,1,1,26.25,1,0,0,False,True,0.05123658772523604
1,3,1,26.0,0,0,7.8542,0,1,0,False,True,0.015330377421392339
1,2,1,24.0,1,0,26.0,0,0,0,False,True,0.050748620223090936
0,2,0,54.0,0,0,14.0,1,1,0,False,True,0.027326180120125887
1,1,1,31.0,0,2,164.8667,0,0,1,False,True,0.32179836714362564
1,1,1,40.0,1,1,134.5,0,0,1,False,False,0.2625265161540666
0,3,0,22.0,0,0,7.25,1,1,0,False,True,0.014151057562208049
0,3,0,27.0,0,0,7.8958,1,1,0,False,True,0.015411575213749284
1,2,1,30.0,0,0,12.35,0,1,0,True,False,0.024105594605968193
1,2,1,22.0,1,1,29.0,0,0,0,False,True,0.056604230248832196
0,3,0,28.0,8,2,69.55,1,0,0,False,True,0.13575255909676823
1,1,1,36.0,0,0,135.6333,0,1,1,False,False,0.2647385704347907
0,3,0,61.0,0,0,6.2375,1,1,0,False,True,0.012174789178520372
1,2,1,36.0,0,0,13.0,0,1,1,False,True,0.025374310111545468
1,3,1,31.0,1,1,20.525,0,0,0,False,True,0.04006213192611313
1,1,1,16.0,0,1,57.9792,0,0,1,False,False,0.11316786160148591
1,3,1,28.0,2,0,23.25,0,0,0,True,False,0.04538097769949478
0,1,0,45.5,0,0,28.5,1,1,1,False,True,0.055628295244541985
0,1,0,38.0,0,1,153.4625,1,0,1,False,True,0.2995388511917728
0,3,0,16.0,2,0,18.0,1,0,0,False,True,0.03513366015444757
1,1,1,28.0,1,0,133.65,0,0,0,False,True,0.2608674266467732
0,3,0,28.0,0,0,7.8958,1,1,0,False,True,0.015411575213749284
0,1,0,29.0,1,0,66.6,1,0,1,False,True,0.12999454257145598
1,1,1,41.0,0,0,134.5,0,1,1,False,False,0.2625265161540666
1,3,0,45.0,0,0,8.05,1,1,0,False,True,0.015712553569072387
0,1,0,45.0,0,0,35.5,1,1,0,False,True,0.06929138530460492
1,2,0,2.0,1,1,26.0,0,0,1,False,True,0.050748620223090936
1,1,1,24.0,3,2,263.0,0,0,1,False,True,0.5133418122566505
0,2,0,28.0,0,0,13.0,1,1,0,False,True,0.025374310111545468
0,2,0,25.0,0,0,13.0,1,1,0,False,True,0.025374310111545468
0,2,0,36.0,0,0,13.0,1,1,0,False,True,0.025374310111545468
1,2,1,24.0,0,0,13.0,0,1,1,False,True,0.025374310111545468
1,2,1,40.0,0,0,13.0,0,1,0,False,True,0.025374310111545468
1,3,1,28.0,1,0,16.1,0,0,0,False,True,0.031425107138144774
1,3,0,3.0,1,1,15.9,0,0,0,False,True,0.031034733136428686
0,3,0,42.0,0,0,8.6625,1,1,0,False,True,0.016908073949327893
0,3,0,23.0,0,0,9.225,1,1,0,False,True,0.01800600082915438
0,1,0,28.0,0,0,35.0,1,1,1,False,True,0.06831545030031472
0,3,0,15.0,1,1,7.2292,0,0,0,False,False,0.014110458666029575
0,3,0,25.0,1,0,17.8,1,0,0,False,True,0.034743286152731485
0,3,0,28.0,0,0,7.225,1,1,0,False,False,0.014102260811993537
0,3,0,28.0,0,0,9.5,1,1,0,False,True,0.018542765081513996
1,1,1,22.0,0,1,55.0,0,0,1,False,True,0.10735285047192313
0,2,1,38.0,0,0,13.0,0,1,0,False,True,0.025374310111545468
1,3,1,28.0,0,0,7.8792,0,1,0,True,False,0.01537917417160685
1,3,1,28.0,0,0,7.8792,0,1,0,True,False,0.01537917417160685
0,3,0,40.0,1,4,27.9,1,0,0,False,True,0.05445717323939373
0,2,0,29.0,1,0,27.7208,1,0,0,False,False,0.05410739813385612
0,3,1,45.0,0,1,14.4542,0,0,0,False,False,0.028212719478023115
0,3,0,35.0,0,0,7.05,1,1,0,False,True,0.013760683560491965
0,3,0,28.0,1,0,15.5,1,0,0,True,False,0.030253985132996517
0,3,0,30.0,0,0,7.25,1,1,0,False,True,0.014151057562208049
1,1,1,60.0,1,0,75.25,0,0,1,False,False,0.14687821814567664
1,3,1,28.0,0,0,7.2292,0,1,0,False,False,0.014110458666029575
1,3,1,28.0,0,0,7.75,0,1,0,True,False,0.015126992566498259
1,1,1,24.0,0,0,69.3,0,1,1,False,False,0.13526459159462315
1,1,0,25.0,1,0,55.4417,1,0,1,False,False,0.1082149914547131
0,3,0,18.0,1,0,6.4958,1,0,0,False,True,0.012678957201736696
0,3,0,19.0,0,0,8.05,1,1,0,False,True,0.015712553569072387
0,1,0,22.0,0,0,135.6333,1,1,0,False,False,0.2647385704347907
0,3,1,3.0,3,1,21.075,0,0,0,False,True,0.04113566043083236
1,1,1,28.0,1,0,82.1708,0,0,0,False,False,0.16038672010106
1,3,1,22.0,0,0,7.25,0,1,0,False,True,0.014151057562208049
0,1,0,27.0,0,2,211.5,1,0,1,False,False,0.41282050681475896
0,3,0,20.0,0,0,4.0125,1,1,0,False,False,0.007831878409428937
0,3,0,19.0,0,0,7.775,1,1,0,False,True,0.015175789316712771
1,1,1,42.0,0,0,227.525,0,1,0,False,False,0.4440992237022602
1,3,1,1.0,0,2,15.7417,0,0,0,False,False,0.030725752114070404
0,3,0,32.0,0,0,7.925,1,1,0,False,True,0.015468569817999833
1,1,1,35.0,1,0,52.0,0,0,0,False,True,0.10149724044618187
0,3,0,28.0,0,0,7.8958,1,1,0,False,True,0.015411575213749284
0,2,0,18.0,0,0,73.5,1,1,0,False,True,0.1434624456306609
0,3,0,1.0,5,2,46.9,0,0,0,False,True,0.09154270340242172
1,2,1,36.0,0,0,13.0,0,1,0,False,True,0.025374310111545468
0,3,0,28.0,0,0,7.7292,1,1,0,True,False,0.015086393670319786
1,2,1,17.0,0,0,12.0,0,1,0,False,False,0.023422440102965045
1,1,0,36.0,1,2,120.0,1,0,1,False,True,0.23422440102965045
1,3,0,21.0,0,0,7.7958,1,1,0,False,True,0.015216388212891242
0,3,0,28.0,2,0,7.925,1,0,0,False,True,0.015468569817999833
1,1,1,23.0,1,0,113.275,0,0,1,False,False,0.22109807522194713
1,3,1,24.0,0,2,16.7,0,0,1,False,True,0.03259622914329302
0,3,0,22.0,0,0,7.7958,1,1,0,False,True,0.015216388212891242
0,3,1,31.0,0,0,7.8542,0,1,0,False,True,0.015330377421392339
0,2,0,46.0,0,0,26.0,1,1,0,False,True,0.050748620223090936
0,2,0,23.0,0,0,10.5,1,1,0,False,True,0.020494635090094415
1,2,1,28.0,0,0,12.65,0,1,0,False,True,0.02469115560854232
1,3,0,39.0,0,0,7.925,1,1,0,False,True,0.015468569817999833
0,3,0,26.0,0,0,8.05,1,1,0,False,True,0.015712553569072387
0,3,1,21.0,1,0,9.825,0,0,0,False,True,0.019177122834302632
0,3,0,28.0,1,0,15.85,1,0,0,False,True,0.030937139635999665
0,3,1,20.0,0,0,8.6625,0,1,0,False,True,0.016908073949327893
0,2,0,34.0,1,0,21.0,1,0,0,False,True,0.04098927018018883
0,3,0,51.0,0,0,7.75,1,1,0,False,True,0.015126992566498259
1,2,0,3.0,1,1,18.75,0,0,0,False,True,0.03659756266088288
0,3,0,21.0,0,0,7.775,1,1,0,False,True,0.015175789316712771
0,3,1,28.0,3,1,25.4667,0,0,0,False,True,0.04970768794751499
0,3,0,28.0,0,0,7.8958,1,1,0,False,True,0.015411575213749284
0,3,0,28.0,0,0,6.8583,1,1,0,True,False,0.013386510079847098
1,1,1,33.0,1,0,90.0,0,0,1,True,False,0.17566830077223786
0,2,0,28.0,0,0,0.0,1,1,0,False,True,0.0
1,3,0,44.0,0,0,7.925,1,1,0,False,True,0.015468569817999833
0,3,1,28.0,0,0,8.05,0,1,0,False,True,0.015712553569072387
1,2,1,34.0,1,1,32.5,0,0,0,False,True,0.06343577527886367
1,2,1,18.0,0,2,13.0,0,0,0,False,True,0.025374310111545468
0,2,0,30.0,0,0,13.0,1,1,0,False,True,0.025374310111545468
0,3,1,10.0,0,2,24.15,0,0,0,False,True,0.04713766070721715
0,3,0,28.0,0,0,7.8958,1,1,0,False,False,0.015411575213749284
0,3,0,21.0,0,0,7.7333,1,1,0,True,False,0.015094396337354966
0,3,0,29.0,0,0,7.875,1,1,0,False,True,0.015370976317570811
0,3,1,28.0,1,1,14.4,0,0,0,False,True,0.028106928123558056
0,3,0,18.0,1,1,20.2125,1,0,0,False,True,0.039452172548431745
0,3,0,28.0,0,0,7.25,1,1,0,False,True,0.014151057562208049
1,2,1,28.0,1,0,26.0,0,0,0,False,True,0.050748620223090936
1,2,1,19.0,0,0,26.0,0,1,0,False,True,0.050748620223090936
0,3,0,28.0,0,0,7.75,1,1,0,True,False,0.015126992566498259
1,3,0,32.0,0,0,8.05,1,1,1,False,True,0.015712553569072387
1,1,0,28.0,0,0,26.55,1,1,1,False,True,0.051822148727810165
1,3,1,28.0,1,0,16.1,0,0,0,False,True,0.031425107138144774
1,2,1,42.0,1,0,26.0,0,0,0,False,True,0.050748620223090936
0,3,0,17.0,0,0,7.125,1,1,0,False,True,0.013907073811135496
0,1,0,50.0,1,0,55.9,1,0,1,False,True,0.1091095334796455
1,1,1,14.0,1,2,120.0,0,0,1,False,True,0.23422440102965045
0,3,1,21.0,2,2,34.375,0,0,0,False,True,0.06709553154495196
1,2,1,24.0,2,3,18.75,0,0,0,False,True,0.03659756266088288
0,1,0,64.0,1,4,263.0,1,0,1,False,True,0.5133418122566505
0,2,0,31.0,0,0,10.5,1,1,0,False,True,0.020494635090094415
1,2,1,45.0,1,1,26.25,0,0,0,False,True,0.05123658772523604
0,3,0,20.0,0,0,9.5,1,1,0,False,True,0.018542765081513996
0,3,0,25.0,1,0,7.775,1,0,0,False,True,0.015175789316712771
1,2,1,28.0,0,0,13.0,0,1,0,False,True,0.025374310111545468
1,3,0,28.0,0,0,8.1125,1,1,0,False,True,0.015834545444608664
1,1,0,4.0,0,2,81.8583,0,0,1,False,True,0.15977676072337862
1,2,1,13.0,0,1,19.5,0,0,0,False,True,0.0380614651673182
1,1,0,34.0,0,0,26.55,1,1,0,False,True,0.051822148727810165
1,3,1,5.0,2,1,19.2583,0,0,0,False,False,0.03758969818624431
1,1,0,52.0,0,0,30.5,1,1,1,False,True,0.05953203526170282
0,2,0,36.0,1,2,27.75,1,0,0,False,True,0.05416439273810667
0,3,0,28.0,1,0,19.9667,1,0,0,False,True,0.03897240290032268
0,1,0,30.0,0,0,27.75,1,1,1,False,False,0.05416439273810667
1,1,0,49.0,1,0,89.1042,1,0,1,False,False,0.17391981561855152
0,3,0,28.0,0,0,8.05,1,1,0,False,True,0.015712553569072387
1,3,0,29.0,0,0,7.8958,1,1,0,False,False,0.015411575213749284
0,1,0,65.0,0,0,26.55,1,1,1,False,True,0.051822148727810165
1,1,1,28.0,1,0,51.8625,0,0,1,False,True,0.10122885832000206
1,2,1,50.0,0,0,10.5,0,1,0,False,True,0.020494635090094415
0,3,0,28.0,0,0,7.75,1,1,0,True,False,0.015126992566498259
1,1,0,48.0,0,0,26.55,1,1,1,False,True,0.051822148727810165
0,3,0,34.0,0,0,8.05,1,1,0,False,True,0.015712553569072387
0,1,0,47.0,0,0,38.5,1,1,1,False,True,0.07514699533034619
0,2,0,48.0,0,0,13.0,1,1,0,False,True,0.025374310111545468
0,3,0,28.0,0,0,8.05,1,1,0,False,True,0.015712553569072387
0,3,0,38.0,0,0,7.05,1,1,0,False,True,0.013760683560491965
0,2,0,28.0,0,0,0.0,1,1,0,False,True,0.0
0,1,0,56.0,0,0,26.55,1,1,0,False,True,0.051822148727810165
0,3,0,28.0,0,0,7.725,1,1,0,True,False,0.015078195816283748
1,3,1,0.75,2,1,19.2583,0,0,0,False,False,0.03758969818624431
0,3,0,28.0,0,0,7.25,1,1,0,False,True,0.014151057562208049
0,3,0,38.0,0,0,8.6625,1,1,0,False,True,0.016908073949327893
1,2,1,33.0,1,2,27.75,0,0,0,False,True,0.05416439273810667
1,2,1,23.0,0,0,13.7917,0,1,1,False,False,0.026919605597338588
0,3,1,22.0,0,0,9.8375,0,1,0,False,True,0.019201521209409888
0,1,0,28.0,0,0,52.0,1,1,1,False,True,0.10149724044618187
0,2,0,34.0,1,0,21.0,1,0,0,False,True,0.04098927018018883
0,3,0,29.0,1,0,7.0458,1,0,0,False,True,0.013752485706455927
0,3,0,22.0,0,0,7.5208,1,1,0,False,True,0.014679623960531627
1,3,1,2.0,0,1,12.2875,0,0,0,False,True,0.023983602730431916
0,3,0,9.0,5,2,46.9,0,0,0,False,True,0.09154270340242172
0,2,0,28.0,0,0,0.0,1,1,0,False,True,0.0
0,3,0,50.0,0,0,8.05,1,1,0,False,True,0.015712553569072387
1,3,1,63.0,0,0,9.5875,0,1,0,False,True,0.018713553707264782
1,1,0,25.0,1,0,91.0792,1,0,1,False,False,0.17777475888549785
0,3,1,28.0,3,1,25.4667,0,0,0,False,True,0.04970768794751499
1,1,1,35.0,1,0,90.0,0,0,1,False,True,0.17566830077223786
0,1,0,58.0,0,0,29.7,1,1,1,False,False,0.057970539254838485
0,3,0,30.0,0,0,8.05,1,1,0,False,True,0.015712553569072387
1,3,0,9.0,1,1,15.9,0,0,0,False,True,0.031034733136428686
0,3,0,28.0,1,0,19.9667,1,0,0,False,True,0.03897240290032268
0,3,0,21.0,0,0,7.25,1,1,0,False,True,0.014151057562208049
0,1,0,55.0,0,0,30.5,1,1,1,False,True,0.05953203526170282
0,1,0,71.0,0,0,49.5042,1,1,0,False,False,0.09662576327876685
0,3,0,21.0,0,0,8.05,1,1,0,False,True,0.015712553569072387
0,3,0,28.0,0,0,14.4583,1,1,0,False,False,0.028220722145058292
1,1,1,54.0,1,0,78.2667,0,0,1,False,False,0.1527664244005612
0,3,0,28.0,0,0,15.1,1,1,0,False,True,0.029473237129564348
0,1,1,25.0,1,2,151.55,0,0,1,False,True,0.29580589980036276
0,3,0,24.0,0,0,7.7958,1,1,0,False,True,0.015216388212891242
0,3,0,17.0,0,0,8.6625,1,1,0,False,True,0.016908073949327893
0,3,1,21.0,0,0,7.75,0,1,0,True,False,0.015126992566498259
0,3,1,28.0,0,0,7.6292,0,1,0,True,False,0.014891206669461744
0,3,1,37.0,0,0,9.5875,0,1,0,False,True,0.018713553707264782
1,1,1,16.0,0,0,86.5,0,1,1,False,True,0.16883675574220638
0,1,0,18.0,1,0,108.9,1,0,1,False,False,0.2125586439344078
1,2,1,33.0,0,2,26.0,0,0,0,False,True,0.050748620223090936
1,1,0,28.0,0,0,26.55,1,1,0,False,True,0.051822148727810165
0,3,0,28.0,0,0,22.525,1,1,0,False,True,0.04396587194327397
1,3,0,26.0,0,0,56.4958,1,1,0,False,True,0.11027245763075773
1,3,0,29.0,0,0,7.75,1,1,0,True,False,0.015126992566498259
0,3,0,28.0,0,0,8.05,1,1,0,False,True,0.015712553569072387
1,1,0,36.0,0,0,26.2875,1,1,1,False,True,0.05130978285055781
1,1,1,54.0,1,0,59.4,0,0,0,False,False,0.11594107850967697
0,3,0,24.0,0,0,7.4958,1,1,0,False,True,0.014630827210317115
0,1,0,47.0,0,0,34.0208,1,1,1,False,True,0.06640417918791278
1,2,1,34.0,0,0,10.5,0,1,1,False,True,0.020494635090094415
0,3,0,28.0,0,0,24.15,1,1,0,True,False,0.04713766070721715
1,2,1,36.0,1,0,26.0,0,0,0,False,True,0.050748620223090936
0,3,0,32.0,0,0,7.8958,1,1,0,False,True,0.015411575213749284
1,1,1,30.0,0,0,93.5,0,1,1,False,True,0.18249984580226933
0,3,0,22.0,0,0,7.8958,1,1,0,False,True,0.015411575213749284
0,3,0,28.0,0,0,7.225,1,1,0,False,False,0.014102260811993537
1,1,1,44.0,0,1,57.9792,0,0,1,False,False,0.11316786160148591
0,3,0,28.0,0,0,7.2292,1,1,0,False,False,0.014110458666029575
0,3,0,40.5,0,0,7.75,1,1,0,True,False,0.015126992566498259
1,2,1,50.0,0,0,10.5,0,1,0,False,True,0.020494635090094415
0,1,0,28.0,0,0,221.7792,1,1,1,False,True,0.4328841690069588
0,3,0,39.0,0,0,7.925,1,1,0,False,True,0.015468569817999833
0,2,0,23.0,2,1,11.5,1,0,0,False,True,0.022446505098674834
1,2,1,2.0,1,1,26.0,0,0,0,False,True,0.050748620223090936
0,3,0,28.0,0,0,7.2292,1,1,0,False,False,0.014110458666029575
0,3,0,17.0,1,1,7.2292,1,0,0,False,False,0.014110458666029575
1,3,1,28.0,0,2,22.3583,0,0,0,False,False,0.04364049521284361
0,3,1,30.0,0,0,8.6625,0,1,0,False,True,0.016908073949327893
1,2,1,7.0,0,2,26.25,0,0,0,False,True,0.05123658772523604
0,1,0,45.0,0,0,26.55,1,1,1,False,True,0.051822148727810165
1,1,1,30.0,0,0,106.425,0,1,0,False,False,0.20772776566317125
0,3,0,28.0,0,0,14.5,1,1,0,False,True,0.028302115124416098
1,1,1,22.0,0,2,49.5,0,0,1,False,False,0.09661756542473081
1,1,1,36.0,0,2,71.0,0,0,1,False,True,0.13858277060920984
0,3,1,9.0,4,2,31.275,0,0,0,False,True,0.06104473451835265
0,3,1,11.0,4,2,31.275,0,0,0,False,True,0.06104473451835265
1,2,0,32.0,1,0,26.0,1,0,0,False,True,0.050748620223090936
0,1,0,50.0,1,0,106.425,1,0,1,False,False,0.20772776566317125
0,1,0,64.0,0,0,26.0,1,1,0,False,True,0.050748620223090936
1,2,1,19.0,1,0,26.0,0,0,0,False,True,0.050748620223090936
1,2,0,28.0,0,0,13.8625,1,1,0,False,False,0.02705779799394608
0,3,0,33.0,1,1,20.525,1,0,0,False,True,0.04006213192611313
1,2,0,8.0,1,1,36.75,0,0,0,False,True,0.07173122281533045
1,1,0,17.0,0,2,110.8833,1,0,1,False,False,0.21642978772242535
0,2,0,27.0,0,0,26.0,1,1,0,False,True,0.050748620223090936
0,3,0,28.0,0,0,7.8292,1,1,0,True,False,0.015281580671177828
1,3,0,22.0,0,0,7.225,1,1,0,False,False,0.014102260811993537
1,3,1,22.0,0,0,7.775,0,1,0,False,True,0.015175789316712771
0,1,0,62.0,0,0,26.55,1,1,0,False,True,0.051822148727810165
1,1,1,48.0,1,0,39.6,0,0,1,False,False,0.07729405233978466
0,1,0,28.0,0,0,227.525,1,1,0,False,False,0.4440992237022602
1,1,1,39.0,1,1,79.65,0,0,1,False,True,0.1554664461834305
1,3,1,36.0,1,0,17.4,0,0,0,False,True,0.033962538149299316
0,3,0,28.0,0,0,7.75,1,1,0,True,False,0.015126992566498259
0,3,0,40.0,0,0,7.8958,1,1,0,False,True,0.015411575213749284
0,2,0,28.0,0,0,13.5,1,1,0,False,True,0.026350245115835676
0,3,0,28.0,0,0,8.05,1,1,0,False,True,0.015712553569072387
0,3,1,28.0,0,0,8.05,0,1,0,False,True,0.015712553569072387
0,3,0,24.0,2,0,24.15,1,0,0,False,True,0.04713766070721715
0,3,0,19.0,0,0,7.8958,1,1,0,False,True,0.015411575213749284
0,3,1,29.0,0,4,21.075,0,0,0,False,True,0.04113566043083236
0,3,0,28.0,0,0,7.2292,1,1,0,False,False,0.014110458666029575
1,3,0,32.0,0,0,7.8542,1,1,0,False,True,0.015330377421392339
1,2,0,62.0,0,0,10.5,1,1,0,False,True,0.020494635090094415
1,1,1,53.0,2,0,51.4792,0,0,1,False,True,0.10048070654571319
1,1,0,36.0,0,0,26.3875,1,1,1,False,True,0.051504969851415845
1,3,1,28.0,0,0,7.75,0,1,0,True,False,0.015126992566498259
0,3,0,16.0,0,0,8.05,1,1,0,False,True,0.015712553569072387
0,3,0,19.0,0,0,14.5,1,1,0,False,True,0.028302115124416098
1,2,1,34.0,0,0,13.0,0,1,0,False,True,0.025374310111545468
1,1,1,39.0,1,0,55.9,0,0,1,False,True,0.1091095334796455
0,3,1,28.0,1,0,14.4583,0,0,0,False,False,0.028220722145058292
1,3,0,32.0,0,0,7.925,1,1,0,False,True,0.015468569817999833
1,2,1,25.0,1,1,30.0,0,0,0,False,True,0.05855610025741261
1,1,1,39.0,1,1,110.8833,0,0,1,False,False,0.21642978772242535
0,2,0,54.0,0,0,26.0,1,1,0,False,True,0.050748620223090936
0,1,0,36.0,0,0,40.125,1,1,1,False,False,0.07831878409428937
0,3,0,28.0,0,0,8.7125,1,1,0,False,False,0.017005667449756914
1,1,1,18.0,0,2,79.65,0,0,1,False,True,0.1554664461834305
0,2,0,47.0,0,0,15.0,1,1,0,False,True,0.029278050128706306
1,1,0,60.0,1,1,79.2,1,0,1,False,False,0.15458810467956932
0,3,0,22.0,0,0,8.05,1,1,0,False,True,0.015712553569072387
0,3,0,28.0,0,0,8.05,1,1,0,False,True,0.015712553569072387
0,3,0,35.0,0,0,7.125,1,1,0,False,True,0.013907073811135496
1,1,1,52.0,1,0,78.2667,0,0,1,False,False,0.1527664244005612
